id;time;change;insert_time;fk_measurement_station_id
40938;2022-05-09 09:34:39.033836 +00:00;-1;2022-05-09 09:34:39.297719 +00:00;2
40939;2022-05-09 09:34:41.179591 +00:00;-1;2022-05-09 09:34:41.366193 +00:00;2
40940;2022-05-09 09:34:43.095701 +00:00;-1;2022-05-09 09:34:48.450899 +00:00;2
40941;2022-05-09 09:34:53.325119 +00:00;1;2022-05-09 09:34:53.470251 +00:00;6
40942;2022-05-09 09:34:54.754466 +00:00;-1;2022-05-09 09:34:55.018574 +00:00;2
40943;2022-05-09 09:35:00.485337 +00:00;-1;2022-05-09 09:35:00.721558 +00:00;2
40944;2022-05-09 09:35:06.750938 +00:00;-1;2022-05-09 09:35:07.005492 +00:00;2
40945;2022-05-09 09:35:19.806106 +00:00;1;2022-05-09 09:35:19.983770 +00:00;2
40946;2022-05-09 09:35:21.724411 +00:00;-1;2022-05-09 09:35:21.890555 +00:00;6
40947;2022-05-09 09:35:22.961503 +00:00;1;2022-05-09 09:35:23.264082 +00:00;2
40948;2022-05-09 09:35:27.110194 +00:00;-1;2022-05-09 09:35:27.672461 +00:00;2
40949;2022-05-09 09:35:29.340224 +00:00;-1;2022-05-09 09:35:29.732940 +00:00;2
40950;2022-05-09 09:35:30.496387 +00:00;1;2022-05-09 09:35:30.752991 +00:00;2
40951;2022-05-09 09:35:31.850540 +00:00;-1;2022-05-09 09:35:32.347118 +00:00;2
40952;2022-05-09 09:35:37.247191 +00:00;1;2022-05-09 09:35:38.183778 +00:00;2
40953;2022-05-09 09:35:39.137294 +00:00;1;2022-05-09 09:35:39.973248 +00:00;2
40954;2022-05-09 09:35:44.324637 +00:00;-1;2022-05-09 09:35:46.296076 +00:00;2
40955;2022-05-09 09:35:48.240488 +00:00;-1;2022-05-09 09:35:48.871630 +00:00;2
40956;2022-05-09 09:35:49.117180 +00:00;-1;2022-05-09 09:35:50.765453 +00:00;2
40957;2022-05-09 09:35:56.456855 +00:00;-1;2022-05-09 09:35:57.671473 +00:00;2
40958;2022-05-09 09:36:21.272365 +00:00;1;2022-05-09 09:36:21.627060 +00:00;2
40959;2022-05-09 09:36:25.849041 +00:00;1;2022-05-09 09:36:26.092317 +00:00;2
40960;2022-05-09 09:36:42.894602 +00:00;1;2022-05-09 09:36:43.533696 +00:00;2
40961;2022-05-09 09:36:43.242335 +00:00;1;2022-05-09 09:36:45.205591 +00:00;2
40962;2022-05-09 09:36:48.726698 +00:00;1;2022-05-09 09:36:49.340460 +00:00;2
40963;2022-05-09 09:36:49.642419 +00:00;-1;2022-05-09 09:36:49.933211 +00:00;2
40964;2022-05-09 09:36:51.302349 +00:00;-1;2022-05-09 09:36:51.582981 +00:00;2
40965;2022-05-09 09:36:55.447147 +00:00;1;2022-05-09 09:36:55.634894 +00:00;6
40966;2022-05-09 09:37:06.264951 +00:00;-1;2022-05-09 09:37:07.722827 +00:00;2
40967;2022-05-09 09:37:07.802734 +00:00;-1;2022-05-09 09:37:08.106425 +00:00;2
40968;2022-05-09 09:37:13.246454 +00:00;1;2022-05-09 09:37:15.124977 +00:00;2
40969;2022-05-09 09:37:15.129844 +00:00;1;2022-05-09 09:37:15.719221 +00:00;2
40970;2022-05-09 09:37:23.266953 +00:00;1;2022-05-09 09:37:23.873331 +00:00;2
40971;2022-05-09 09:37:24.127207 +00:00;1;2022-05-09 09:37:24.344358 +00:00;2
40972;2022-05-09 09:37:25.510498 +00:00;1;2022-05-09 09:37:25.843523 +00:00;2
40973;2022-05-09 09:37:29.210891 +00:00;-1;2022-05-09 09:37:29.510220 +00:00;2
40974;2022-05-09 09:37:31.443827 +00:00;-1;2022-05-09 09:37:32.056239 +00:00;2
40975;2022-05-09 09:37:33.141912 +00:00;-1;2022-05-09 09:37:33.333040 +00:00;2
40976;2022-05-09 09:37:39.137709 +00:00;1;2022-05-09 09:37:39.419048 +00:00;2
40977;2022-05-09 09:37:46.284899 +00:00;-1;2022-05-09 09:37:46.507769 +00:00;2
40978;2022-05-09 09:37:49.566220 +00:00;1;2022-05-09 09:37:49.835517 +00:00;2
40979;2022-05-09 09:37:49.886970 +00:00;1;2022-05-09 09:37:50.215643 +00:00;2
40980;2022-05-09 09:37:56.082275 +00:00;1;2022-05-09 09:37:56.243449 +00:00;6
40981;2022-05-09 09:37:56.454134 +00:00;-1;2022-05-09 09:37:56.638974 +00:00;6
40982;2022-05-09 09:38:00.107749 +00:00;-1;2022-05-09 09:38:00.542001 +00:00;2
40983;2022-05-09 09:38:01.365059 +00:00;1;2022-05-09 09:38:01.672939 +00:00;2
40984;2022-05-09 09:38:01.749158 +00:00;1;2022-05-09 09:38:02.073783 +00:00;2
40985;2022-05-09 09:38:05.749931 +00:00;1;2022-05-09 09:38:05.997094 +00:00;2
40986;2022-05-09 09:38:07.596931 +00:00;1;2022-05-09 09:38:07.877778 +00:00;2
40987;2022-05-09 09:38:08.024762 +00:00;-1;2022-05-09 09:38:08.219535 +00:00;6
40988;2022-05-09 09:38:15.999749 +00:00;-1;2022-05-09 09:38:21.206201 +00:00;2
40989;2022-05-09 09:38:21.477016 +00:00;-1;2022-05-09 09:38:22.364878 +00:00;2
40990;2022-05-09 09:38:24.889666 +00:00;-1;2022-05-09 09:38:25.190047 +00:00;2
40991;2022-05-09 09:38:25.388182 +00:00;1;2022-05-09 09:38:25.806670 +00:00;2
40992;2022-05-09 09:38:29.107520 +00:00;1;2022-05-09 09:38:29.432746 +00:00;2
40993;2022-05-09 09:38:35.677932 +00:00;-1;2022-05-09 09:38:36.957048 +00:00;2
40994;2022-05-09 09:38:36.104967 +00:00;1;2022-05-09 09:38:37.206747 +00:00;2
40995;2022-05-09 09:38:37.512810 +00:00;-1;2022-05-09 09:38:37.733706 +00:00;2
